title,director,year,country,critic_score,user_score,poster,rt_url
Witchcraft V: Dance with the Devil,Talun Hsu,1992,United States,,0%,https://resizing.flixster.com/UWDMas-sYH3CtOa3fqcAX7eX2DY=/206x305/v1.bTsxMTU1MDU5NTtqOzE3MzIzOzEyMDA7NTAwOzc2NQ,https://rottentomatoes.com/m/witchcraft_v_dance_with_the_devil
Zipperface,Mansour Pourmand,1992,United States,,15%,https://resizing.flixster.com/U_Phs6rL5nV6pvkiu_s-oogwfZU=/206x305/v1.bTsxMTU3MDQ1MDtqOzE3MzIzOzEyMDA7NDAxOzYzOA,https://rottentomatoes.com/m/zipperface
Amityville: A New Generation,John Murlowski,1993,United States,,30%,https://resizing.flixster.com/n4FEJfdKB8wCIhenMM9O2yhALck=/206x305/v1.bTsxMTYxNDk2MDtqOzE3MzI0OzEyMDA7NjExOzExMDQ,https://rottentomatoes.com/m/amityville_a_new_generation
Attack of the 50 Ft. Woman,Christopher Guest,1993,United States,,,,
Body Bags,John Carpenter,1993,United States,70,38%,https://resizing.flixster.com/xGbMwkmtL5FvqnDUiMqwi6IXzDI=/206x305/v1.bTsxMjExMDEzOTtqOzE3Mjg1OzEyMDA7MjcxOzQ3NQ,https://rottentomatoes.com/m/body_bags
Body Melt,Philip Brophy,1993,Australia,,,,
Body Snatchers,Abel Ferrara,1993,United States,71,38%,https://resizing.flixster.com/_LgBemnk4uoeiYNIq1btz4Soazw=/206x305/v1.bTsxMTE2NzMxNTtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/body_snatchers
Carnosaur,Adam Simon,1993,United States,11,23%,https://resizing.flixster.com/8FeeMFpJSoUWscH3_CNo2DOhh8k=/206x305/v1.bTsxMTYxNTczMjtqOzE3MzI0OzEyMDA7NjY2Ozg4OA,https://rottentomatoes.com/m/carnosaur
Children of the Corn II: The Final Sacrifice,David F. Price,1993,United States,22,19%,https://resizing.flixster.com/sIjWdI_-53TJM8YVD_tFE7DwxEY=/206x305/v1.bTsxMTI5NTE1MztqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/children_of_the_corn_ii_the_final_sacrifice
Cronos,Guillermo del Toro,1993,Mexico,,,,
The Dark Half,George A. Romero,1993,United States,57,38%,https://resizing.flixster.com/CIclX8EpcFd0YdQZnEobfFahIQk=/206x305/v1.bTsxMTIxMDA2OTtqOzE3MzE5OzEyMDA7MTQwNzsxODc2,https://rottentomatoes.com/m/dark_half
Dark Universe,Steve Latshaw,1993,United States,,33%,https://resizing.flixster.com/DbWfd6yrC1X1_XTQ6iPvpXhJ-Es=/206x305/v1.bTsxMjExNjEyMDtqOzE3Mjg1OzEyMDA7MjIzOzQwMA,https://rottentomatoes.com/m/dark_universe
Dollman vs. Demonic Toys,Charles Band,1993,United States,,22%,https://resizing.flixster.com/2m63EBozGZA3OkI36ixY_tl_lJQ=/206x305/v1.bTsxMTYxODk5MjtqOzE3MzI0OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/dollman_vs_demonic_toys
Evil Toons,Fred Olen Ray,1993,United States,,,,
Frankenstein,David Wickes,1993,United States,,,,
Full Eclipse,Anthony Hickox,1993,United States,,40%,https://resizing.flixster.com/6qBagsQAS0P1PCev4oLH7OQXPMg=/206x305/v1.bTsxMTIyMjE4MDtqOzE3MzE5OzEyMDA7OTAwOzEyMDA,https://rottentomatoes.com/m/full_eclipse
Jack Be Nimble,Garth Maxwell,1993,New Zealand,,,,
Jason Goes to Hell: The Final Friday,Adam Marcus,1993,United States,24,25%,https://resizing.flixster.com/lCBEezhaLSRiq7lknHYdiP6lJ-g=/206x305/v1.bTsxMTE3MjYxNztqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/jason_goes_to_hell_the_final_friday
The Killing Box,George Hickenlooper,1993,United States,,13%,https://resizing.flixster.com/0bPAOW4tfjd1bXRYuyyDzDBMf8g=/206x305/v1.bTsxMTIyNzg4MDtqOzE3MzE5OzEyMDA7MTAyMzsxMzY0,https://rottentomatoes.com/m/the_killing_box
Leprechaun,Mark Jones,1993,United States,23,32%,https://resizing.flixster.com/XDE9mXjjtLH3ye93bDzwkKhTwjU=/206x305/v1.bTsxMTI5MTM4NztqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/leprechaun
Little Cory Gory,Bill Morroni,1993,United States,,,,
Mahakaal,Shyam Ramsay,1993,India,,38%,https://resizing.flixster.com/QQOmbkZvfeH-DBaoL6MhGyXMLNA=/206x305/v1.bTsxMjEyNTU1NjtqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/mahakaal-the-monster
Necronomicon,Brian Yuzna,1993,United States,,,,
Needful Things,Fraser C. Heston,1993,United States,26,44%,https://resizing.flixster.com/F4SE5QSq2Llt6qO1nwKdgVKs3QA=/206x305/v1.bTsxMTYxNTcyNztqOzE3MzI0OzEyMDA7NzA1Ozk0MA,https://rottentomatoes.com/m/needful_things
Night Owl,Jeffrey Arsenault,1993,United States,,,https://resizing.flixster.com/RuuIbj6aFB3WCGbKBoWjEcJD3vk=/206x305/v1.bTsxMTIyNDUxNjtqOzE3MzE5OzEyMDA7MTUyMDsyMTMw,https://rottentomatoes.com/m/1129393-night_owl
Ozone,J. R. Bookwalter,1993,United States,,32%,https://resizing.flixster.com/Ek_H2CDgFaDz6Un8TMsBVEzr1Uc=/206x305/v1.bTsxMTIxNzMyODtqOzE3MzE5OzEyMDA7MTU0MjsyMTQw,https://rottentomatoes.com/m/ozone
Puppet Master 4,Jeff Burr,1993,United States,0,34%,https://resizing.flixster.com/XbKK8GL68w_Ss3aI8h0sB1DXOfY=/206x305/v1.bTsxMTM3Njg5MjtqOzE3MzIxOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/puppet_master_4
Return of the Living Dead 3,Brian Yuzna,1993,United States,44,40%,https://resizing.flixster.com/3WN7Wg7_tPAH9aoaValpsKOXMjQ=/206x305/v1.bTsxMTIyNDkwMjtqOzE3MzE5OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/return_of_the_living_dead_3
Savage Vengeance,Donald Farmer,1993,United States,,,,
Schramm,J&ouml;rg Buttgereit,1993,Germany,,61%,https://resizing.flixster.com/trbVOSb36R4ATezdwTBc7gwPRXc=/206x305/v1.bTsxMDk0MDEwMDtqOzE3MzE2OzEyMDA7MzAwOzQzNg,https://rottentomatoes.com/m/schramm
Things,Jay Woelfel,1993,United States,,,,
Ticks,Tony Randel,1993,United States,,30%,https://resizing.flixster.com/rRqk3SUQ_jp6U8uJOhLOl3BLhQA=/206x305/v1.bTs0NjIzNTM4O2o7MTcyODg7MTIwMDsyOTc7NTMx,https://rottentomatoes.com/m/infested-ticks
The Tommyknockers,John Power,1993,United States,8,40%,https://resizing.flixster.com/FEwwExpgyskpztzUtL87ZNrt2rM=/206x305/v1.bTsxMTI5MTMwNTtqOzE3MzIwOzEyMDA7OTgxOzEzMDg,https://rottentomatoes.com/m/tommyknockers
Trauma,Dario Argento,1993,Italy & United States,67,42%,https://resizing.flixster.com/iTJWtr7iziEC8rxeIVN1VDAKyiM=/206x305/v1.bTsxMTI5MTQ3MDtqOzE3MzIwOzEyMDA7MTMyOTsxNzcy,https://rottentomatoes.com/m/1046180-trauma
Warlock: The Armageddon,Anthony Hickox,1993,United States,,42%,https://resizing.flixster.com/9qXymp4hZ1jTID-glDom4Jpgya4=/206x305/v1.bTsxMTYxNDkzNztqOzE3MzI0OzEyMDA7NTkzOzEwOTk,https://rottentomatoes.com/m/warlock_the_armageddon
Witchboard 2: The Devil's Doorway,Kevin S. Tenney,1993,United States,,27%,https://resizing.flixster.com/jE-K9dM-0d_34hoykhzlUhwEX1o=/206x305/v1.bTsxMTYyMjg2ODtqOzE3MzI0OzEyMDA7NjAzOzEwOTg,https://rottentomatoes.com/m/witchboard_2_the_devils_doorway
The Witching,"Eric Black, Matthew Jason Walsh",1993,United States,,,https://resizing.flixster.com/1OHh4N4h5gXY5Sm-pP4pZbGeL58=/206x305/v1.bTsxMTU3MzE1MztqOzE3MzIzOzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/the_witching_1993
Zombie Bloodbath,Todd Sheets,1993,United States,,35%,https://resizing.flixster.com/PAINVWKtpSawoBxUcWIzOdYw688=/206x305/v1.bTsxMjExNzkxODtqOzE3Mjg1OzEyMDA7MTEwOzE1MA,https://rottentomatoes.com/m/zombie_bloodbath
Amoklauf,Uwe Boll,1994,Germany,,,,
Brainscan,John Flynn,1994,United Kingdom & United States,17,61%,https://resizing.flixster.com/18ou_A6bh7DBD3mrr9okYWBZYr4=/206x305/v1.bTsxMTIwOTcyNjtqOzE3MzE5OzEyMDA7MjQwNjszMjA4,https://rottentomatoes.com/m/brainscan
The Dark,Craig Pryce,1994,Canada,,,,
Dark Waters,Mariano Baino,1994,Russia & Italy & United Kingdom,,57%,https://resizing.flixster.com/DlFnjoMDNoqyU5jThdkeoPlGg3Q=/206x305/v1.bTsxMjE4NTcyNjtqOzE3Mjg2OzEyMDA7MjIwOzQwMA,https://rottentomatoes.com/m/dark_waters
Death Machine,Stephen Norrington,1994,United States,,52%,https://resizing.flixster.com/kWJZLTJVYP6-hr4h7uOFAh6sxbw=/206x305/v1.bTsxMTYyMDEyNjtqOzE3MzI0OzEyMDA7Nzc0OzEwMzI,https://rottentomatoes.com/m/death_machine
Dellamorte Dellamore,Michele Soavi,1994,Italy & France & Germany & United States,,,,
Embrace of the Vampire,Anne Goursaud,1994,United States,,28%,https://resizing.flixster.com/2QkT01pyljvmJ_8vYMNq3iP5pM8=/206x305/v1.bTsxMTE5ODg5MTtqOzE3MzE5OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/embrace_of_the_vampire_1994
Funny Man,"Toby Duckett, Simon Sprackling",1994,United Kingdom,,,,
The Haunting of Seacliff Inn,Walter Klenhard,1994,United States,,0%,https://resizing.flixster.com/seh73FSfuXhNM5zxuQ9Jti00BhU=/206x305/v1.bTsxMjMyMTQyOTtqOzE3Mjg3OzEyMDA7MTQ0OzI2MA,https://rottentomatoes.com/m/the_haunting_of_seacliff_inn
In the Mouth of Madness,John Carpenter,1994,United States,,,,
The Kingdom,Lars von Trier,1994,Denmark,,,,
Leprechaun 2,Rodman Flender,1994,United States,0,28%,https://resizing.flixster.com/XymZsJgv5u_XyZwv-9aJYhkqF0k=/206x305/v1.bTsxMTIwODYyNjtqOzE3MzE5OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/leprechaun_2
Lurking Fear,C. Courtney Joyner,1994,United States,20,14%,https://resizing.flixster.com/gconJ1fiNMK7L2QUogMMnrEzfcE=/206x305/v1.bTsxMTIzMDY1NjtqOzE3MzE5OzEyMDA7MTk2MTsyOTIx,https://rottentomatoes.com/m/lurking_fear
Mary Shelley's Frankenstein,Kenneth Branagh,1994,United Kingdom & United States & Japan,39,49%,https://resizing.flixster.com/X6XB6tco0EtC4rLrC0uJ7dliOtc=/206x305/v1.bTsxMTI5MDk5MztqOzE3MzIwOzEyMDA7MTc4MjsyMzc2,https://rottentomatoes.com/m/mary_shelleys_frankenstein
"Mirror, Mirror 2: Raven Dance",Jimmy Lifton,1994,United States,,9%,https://resizing.flixster.com/dvU6sN6CnYkRzV6Zv1VwZtzwGYQ=/206x305/v1.bTsxMjAzMDMxMTtqOzE3Mjg0OzEyMDA7MjE4OzQwMA,https://rottentomatoes.com/m/mirror_mirror_2_raven_dance
My Sweet Satan,Jim Van Bebber,1994,United States,,,,
Nadja,Michael Almereyda,1994,United States,,,,
Needful Things,Fraser C. Heston,1994,United States,,,,
Night of the Demons 2,Brian Trenchard-Smith,1994,United States,,52%,https://resizing.flixster.com/7DVpyXcgY8gDHfXrIBYijpTnqAQ=/206x305/v1.bTsxMTIxNDg1NjtqOzE3MzE5OzEyMDA7OTk5OzEzMzI,https://rottentomatoes.com/m/night_of_the_demons_2
Phantasm III: Lord of the Dead,Don Coscarelli,1994,United States,40,41%,https://resizing.flixster.com/frAD-TYBBLJ-u6dSM5uCsWjZ9E0=/206x305/v1.bTsxMTIxNDk4NztqOzE3MzE5OzEyMDA7MTA4OTsxNDUy,https://rottentomatoes.com/m/phantasm_iii_lord_of_the_dead
Pumpkinhead II: Blood Wings,Jeff Burr,1994,United States,14,18%,https://resizing.flixster.com/pgOx5R5WYqIK6BIzuOxQ9Vjtguo=/206x305/v1.bTsxMTI5MTI2NztqOzE3MzIwOzEyMDA7MTUxODsyMDI0,https://rottentomatoes.com/m/pumpkinhead_ii_blood_wings
Puppet Master 5: The Final Chapter,Jeff Burr,1994,United States,,33%,https://resizing.flixster.com/MFH6-5hT_dAOhBLriR7y3lA0NrE=/206x305/v1.bTsxMTM3Njg5MztqOzE3MzIxOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/puppet_master_5_the_final_chapter
Red to Kill,Billy Tang,1994,Hong Kong,,33%,https://resizing.flixster.com/8tpryK-ibvmPHzNzGZAzsNwkWl4=/206x305/v1.bTsxMjE0NTg4NTtqOzE3Mjg1OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/red_to_kill
Return of the Boogeyman,Ulli Lommel,1994,United States,,,https://resizing.flixster.com/UQfa_T171bGiV3fQEMmpKSJOpPw=/206x305/v1.bTsxMjE0NTY4MDtqOzE3Mjg1OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/return_of_the_boogeyman
Savage Harvest,Eric Stanze,1994,United States,,43%,https://resizing.flixster.com/Y4zP5Aii_-JKPPogM65_753Bq9o=/206x305/v1.bTsxMTIyNjcwMjtqOzE3MzE5OzEyMDA7MTQ5NzsyMTAz,https://rottentomatoes.com/m/savage_harvest
Shrunken Heads,Richard Elfman,1994,United States,,39%,https://resizing.flixster.com/Wvxlue5r9WQtt7-s6eX8iSuLoR0=/206x305/v1.bTsxMTU0Mzk4NTtqOzE3MzIzOzEyMDA7NzAwOzEwNTA,https://rottentomatoes.com/m/shrunken_heads
Skeeter,Clark Brandon,1994,United States,,13%,https://resizing.flixster.com/RVXZOob59dceyIAu9p2yJtOqSD0=/206x305/v1.bTsxMTMwODA1MjtqOzE3MzIwOzEyMDA7MTUyOTsyMTU2,https://rottentomatoes.com/m/skeeter
Sorceress,Jim Wynorski,1994,United States,,25%,https://resizing.flixster.com/UxYm9H1sTWjNd2AFQGQUbHvqPtg=/206x305/v1.bTsxMTIwODgxODtqOzE3MzE5OzEyMDA7MTIxODsyMTk4,https://rottentomatoes.com/m/1054347-sorceress
The Stand,Mick Garris,1994,United States,,,,
Twisted Tales,"Kevin Lindenmuth, Rita Klus, Mick McCleery",1994,United States,,,,
Vampires and Other Stereotypes,Kevin Lindenmuth,1994,United States,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/vampires_and_other_stereotypes_1994
Watchers 3,Jeremy Stanford,1994,United States,,19%,https://resizing.flixster.com/q1ACg-49h-gqCXYBaT8oqW_3718=/206x305/v1.bTsxMTI5ODQ1NztqOzE3MzIwOzEyMDA7MTUwNTsyMTM0,https://rottentomatoes.com/m/watchers_3
Wes Craven's New Nightmare,Wes Craven,1994,United States,78,66%,https://resizing.flixster.com/hUP_XQTakcSJ2yAwspvwZeaOZ7g=/206x305/v1.bTsxMTI5MTQyNjtqOzE3MzIwOzEyMDA7MTUwMDsyMDAw,https://rottentomatoes.com/m/wes_cravens_new_nightmare
Wicked Games,Tim Ritter,1994,United States,,,,
Witchcraft VI,Julie Davis,1994,United States,,11%,https://resizing.flixster.com/Vzw9tMoT1tMQDFXsdghREOig4G0=/206x305/v1.bTsxMjMyODYyMztqOzE3Mjg3OzEyMDA7MjE0OzQwMA,https://rottentomatoes.com/m/witchcraft_666
Wolf,Mike Nichols,1994,United States,60,42%,https://resizing.flixster.com/4e8SxYLB8b_lfveYfdEnNcWrq8A=/206x305/v1.bTsxMTI5MjQzMztqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1053942-wolf
Addicted to Murder,Kevin T. Lindenmuth,1995,United States,,,https://resizing.flixster.com/I0YzqXanfI0-WuhpPN9-u2_jTPw=/206x305/v1.bTsxMjMzMDkzNDtqOzE3Mjg3OzEyMDA7MjMwOzQwMA,https://rottentomatoes.com/m/10001345-addicted_to_murder
The Addiction,Abel Ferrara,1995,United States,73,68%,https://resizing.flixster.com/olwM_wX_FnWy5Lrgl27FKeN5mX8=/206x305/v1.bTsxMTI5NTA2NztqOzE3MzIwOzEyMDA7MTM4MzsxODQ0,https://rottentomatoes.com/m/1068307-addiction
Alien Terminator,Dave Payne,1995,United States,,,,
Burial of the Rats,Dan Golden,1995,Russia & United States,,47%,https://resizing.flixster.com/3m-8aO715t8er6m-lQj1NccqpYc=/206x305/v1.bTsxMTIyNjIxNjtqOzE3MzE5OzEyMDA7MjAwMDszMDAw,https://rottentomatoes.com/m/burial_of_the_rats
Candyman: Farewell to the Flesh,Bill Condon,1995,United States,,,,
Carnosaur 2,Louis Morneau,1995,United States,,30%,https://resizing.flixster.com/7zLxVMXtssbhubjzLnoWsOy79nA=/206x305/v1.bTsxMTYxNTgyOTtqOzE3MzI0OzEyMDA7NzAyOzkzNg,https://rottentomatoes.com/m/carnosaur_2
Castle Freak,Stuart Gordon,1995,United States,63,45%,https://resizing.flixster.com/fTyPqrvmUkwonWW87V2fmooXXAA=/206x305/v1.bTsxMTYxNTA4NTtqOzE3MzI0OzEyMDA7NDUwOzYwMA,https://rottentomatoes.com/m/castle_freak
Creep,Tim Ritter,1995,United States,,,https://resizing.flixster.com/u3uzqaBSfcjgOTMaGvkLptviS-8=/206x305/v1.bTsxMTIyNTk5NDtqOzE3MzE5OzEyMDA7MTQwMDsxOTQ5,https://rottentomatoes.com/m/1083356-creep
The Day of the Beast,&Aacute;lex de la Iglesia,1995,Spain,,,,
Demon Knight,Ernest R. Dickerson,1995,United States,35,65%,https://resizing.flixster.com/8Lddtqyrh9H1p_HWO-KZ0BfezYU=/206x305/v1.bTsxMTIxMDQ4NztqOzE3MzE5OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/tales_from_the_crypt_presents_demon_knight
Dr. Jekyll and Ms. Hyde,David F. Price,1995,Canada & United States,14,20%,https://resizing.flixster.com/cpnYTm0aCxHQiGwSswJksu_gIyo=/206x305/v1.bTsxMTIwODA2NDtqOzE3MzE5OzEyMDA7OTk2OzEzMjg,https://rottentomatoes.com/m/dr_jekyll_and_ms_hyde
Eko Eko Azarak: Wizard of Darkness,Shimako Sato,1995,Japan,,68%,https://resizing.flixster.com/I3EbTa5EyeKlQGEZy6O4Lb7kRbo=/206x305/v1.bTszNzE2MTY5O2o7MTczMjM7MTIwMDszMzE7NDc3,https://rottentomatoes.com/m/wizard_of_darkness
Freakshow,"Paul Talbot, William Cooke",1995,United States,,60%,https://resizing.flixster.com/-_zrSqcLMZgIOfQSQ8VuQXzMTSA=/206x305/v1.bTsxMTIzMDYxNDtqOzE3MzE5OzEyMDA7MTUwNzsyMTI4,https://rottentomatoes.com/m/1090979-freakshow
Gakkō no Kaidan,Hideyuki Hirayama,1995,,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/haunted_school
Godzilla vs. Destoroyah,Takao Okawara,1995,,,,,
Halloween: The Curse of Michael Myers,Joe Chappelle,1995,United States,6,38%,https://resizing.flixster.com/h-bOsx7ppqRf32k_UuOkIVJ8yrM=/206x305/v1.bTsxMTYxNDc2NztqOzE3MzI0OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/halloween_the_curse_of_michael_myers
Haunted,Lewis Gilbert,1995,United Kingdom,80,51%,https://resizing.flixster.com/dPfzzEif39L8XkT-TvMr6_xTQNc=/206x305/v1.bTsxMTIwODgyMjtqOzE3MzE5OzEyMDA7OTAwOzEyMDA,https://rottentomatoes.com/m/1068230-haunted
The Haunting of Helen Walker,Tom McLoughlin,1995,United Kingdom,,14%,https://resizing.flixster.com/axsjefkxQNvGqtoECsXxBuERMlM=/206x305/v1.bTsxMTU1NDc5NztqOzE3MzIzOzEyMDA7NDAwOzU5Nw,https://rottentomatoes.com/m/the-haunting-of-helen-walker-the-turn-of-the-screw
Howling: New Moon Rising,Clive Turner,1995,United States,,12%,https://resizing.flixster.com/23j6JPCGDyLT507MRFEhLY7LjwI=/206x305/v1.bTsxMjMyODg2NDtqOzE3Mjg3OzEyMDA7MjIxOzQwMA,https://rottentomatoes.com/m/howling_new_moon_rising
Huntress: Spirit of the Night,Mark S. Manos,1995,Romania & United States,,,,
Ice Cream Man,Clint Howard,1995,United States,,,https://resizing.flixster.com/jLFJBCHNCE1TluCUenXNQnfgQx8=/206x305/v1.bTsxMjE0NzIzNDtqOzE3Mjg1OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/mr_ice_cream_man
Leprechaun 3,Brian Trenchard-Smith,1995,United States,0,33%,https://resizing.flixster.com/GrBtC44QRAI8LO97nRzEWqkgHrk=/206x305/v1.bTsxMTIxMDEwMDtqOzE3MzE5OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/leprechaun_3
Lord of Illusions,Clive Barker,1995,United States,61,52%,https://resizing.flixster.com/ImzJLGHjr-DFToyTzwEETrmSuY8=/206x305/v1.bTsxMTIxMTA4MjtqOzE3MzE5OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/lord_of_illusions
The Mangler,Tobe Hooper,1995,United States,,,,
Mosquito,Gary Jones,1995,United States,,,,
Mutant Species,David A. Prior,1995,United States,,0%,https://resizing.flixster.com/_34EkhHxsoxc_agqkpmUR5uKkX4=/206x305/v1.bTsxMTU0NDU0NTtqOzE3MzIzOzEyMDA7NDg5OzY1Mg,https://rottentomatoes.com/m/mutant_species
Night of the Scarecrow,Jeff Burr,1995,United States,,20%,https://resizing.flixster.com/R_QUt7YSFal5oBSnKGnnoaV-K50=/206x305/v1.bTsxMTU1MDkxMztqOzE3MzIzOzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/night_of_the_scarecrow
Piranha,Scott P. Levy,1995,United States,,20%,https://resizing.flixster.com/8X69h3omE1AfUq__jhnVB1cFGME=/206x305/v1.bTsxMTU1MDY3OTtqOzE3MzIzOzEyMDA7NjY2Ozk0Mw,https://rottentomatoes.com/m/1072008-piranha
The Prophecy,Gregory Widen,1995,United States,43,64%,https://resizing.flixster.com/q4VNN7ppXhqmJAMti2LnlRga0Y0=/206x305/v1.bTsxMTM3MjM5MTtqOzE3MzIxOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/the_prophecy
Serpent's Lair,Jeffrey Reiner,1995,United States,,,,
Species,Roger Donaldson,1995,United States,34,31%,https://resizing.flixster.com/nLov2qTyP3rUG_e5tAXBGfTvNEE=/206x305/v1.bTsxMTI5MjQyOTtqOzE3MzIwOzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/species
Tales from the Hood,Rusty Cundieff,1995,United States,38,67%,https://resizing.flixster.com/PLy7tNs1NTnu1JjoD83xco2k2NI=/206x305/v1.bTsxMTM3MjcyOTtqOzE3MzIxOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/tales_from_the_hood
Texas Chainsaw Massacre: The Next Generation,Kim Henkel,1995,United States,,,,
Tokyo Fist,Shinya Tsukamoto,1995,Japan,,,,
Vampire in Brooklyn,Wes Craven,1995,United States,10,31%,https://resizing.flixster.com/7ebNnL-sfEwlqJRJ0ojMhjImVRA=/206x305/v1.bTsxMTIwOTkwNDtqOzE3MzE5OzEyMDA7OTAwOzEyMDA,https://rottentomatoes.com/m/vampire_in_brooklyn
Village of the Damned,John Carpenter,1995,United States,29,27%,https://resizing.flixster.com/gsBkRuCbLs6-65n3jtyuqx0XSs0=/206x305/v1.bTsxMTI5MTc5NTtqOzE3MzIwOzEyMDA7OTAwOzEyMDA,https://rottentomatoes.com/m/1061401-village_of_the_damned
Visitors of the Night,Jorge Montesi,1995,United States,,,,
The Wasp Woman,Jim Wynorski,1995,United States,,,,
Witchboard III: The Possession,Peter Svatek,1995,United States,,13%,https://resizing.flixster.com/MdUR0zf9cIlhLct2dvZAFlPnzig=/206x305/v1.bTsxMTI5NTE3NztqOzE3MzIwOzEyMDA7MTAwMDsxNTAw,https://rottentomatoes.com/m/witchboard_3_the_possession
Witchcraft 7: Judgement Hour,Michael Paul Girard,1995,United States,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/witchcraft_vii_judgement_hour
Xtro 3: Watch the Skies,Harry Bromley Davenport,1995,United States,,14%,https://resizing.flixster.com/_I5em6pANNDZIxTBV6nuxAadI_8=/206x305/v1.bTsxMjE0MzQ4NjtqOzE3Mjg1OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/xtro_3_watch_the_skies
Aatank,Prem Lalwani,1996,India,,,,
Amityville Dollhouse,Steve White,1996,United States,,,,
Bad Moon,Eric Red,1996,United States,38,43%,https://resizing.flixster.com/wgXHv0Stajihk5XOycrcvQZ4tNg=/206x305/v1.bTsxMTM3Mjg1NTtqOzE3MzIxOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/bad_moon
Carnosaur 3: Primal Species,Jonathan A. Winfrey,1996,United States,,25%,https://resizing.flixster.com/pQQq1fPAdf_4dh6E4DwFvJ3L2eo=/206x305/v1.bTsxMTYxNTY3ODtqOzE3MzI0OzEyMDA7NzMwOzExMTQ,https://rottentomatoes.com/m/carnosaur_3_primal_species
Children of the Corn IV: The Gathering,Greg Spence,1996,United States,,26%,https://resizing.flixster.com/kfa0Nx3bFsWSWJilDT2Nu2RQYt4=/206x305/v1.bTsxMTM4NTUwMDtqOzE3MzIxOzEyMDA7MTMxMTsxNzQ4,https://rottentomatoes.com/m/children_of_the_corn_iv_the_gathering
The Craft,Andrew Fleming,1996,United States,50,65%,https://resizing.flixster.com/pjk5_PkpCILxBS4oDL4059BA3CE=/206x305/v1.bTsxMTQ1NDMxNjtqOzE3MzIyOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/the_craft
Dead of Night,Kristoffer Tabori,1996,United States,,,,
The Dentist,Brian Yuzna,1996,United States,0,29%,https://resizing.flixster.com/X2i6A4dI7Olk1UU205tsEi7nk7Y=/206x305/v1.bTsxMTI5MTU4MTtqOzE3MzIwOzEyMDA7MjQwMDszMjAw,https://rottentomatoes.com/m/1072689-dentist
Don't Look Up,Hideo Nakata,1996,Japan,,,,
Ebola Syndrome,Herman Yau,1996,Hong Kong,,68%,https://resizing.flixster.com/ShXqqYfCS2cnZYkOt_Pb9LPt-z0=/206x305/v1.bTsxMjMwMjQxNTtqOzE3Mjg3OzEyMDA7NjY2Ozk4OQ,https://rottentomatoes.com/m/ebola_syndrome
Eko eko azaraku II,Shimako Sato,1996,Japan,,50%,https://resizing.flixster.com/BUab5fz5C7j004YBKHJJ8TBk0CU=/206x305/v1.bTszODMwODczO2o7MTczMjQ7MTIwMDs5NzsxNDA,https://rottentomatoes.com/m/eko-eko-azaraku-ii-wizard-of-darkness-ii
The Frighteners,Peter Jackson,1996,New Zealand & United States,64,71%,https://resizing.flixster.com/X3V7v776476v6QDfoscEy7tAABs=/206x305/v1.bTsxMTM3MjY1NTtqOzE3MzIxOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/the_frighteners
